,quantity,pack_size,delirium,type,amount,normalized,grove,map_seed,plot,tier_3_upgrade,tier_4_upgrade,t1,t2,t3,t4,sacred drops
235,141.0,43.0,40.0,Wild,74,43.401759530791786,4,4,18,0.1,0.02,0,0.0,8.0,1.0,0.0
236,141.0,43.0,40.0,Wild,76,44.57478005865102,4,4,18,0.1,0.02,0,0.0,8.0,1.0,0.0
237,141.0,43.0,40.0,Wild,80,46.9208211143695,4,4,18,0.1,0.02,0,0.0,8.0,1.0,0.0
238,141.0,43.0,40.0,Wild,93,54.54545454545454,4,4,18,0.1,0.02,0,0.0,8.0,1.0,0.0
239,141.0,43.0,40.0,Wild,74,43.401759530791786,4,4,18,0.1,0.02,0,0.0,8.0,1.0,0.0
240,141.0,43.0,40.0,Wild,0,0.0,4,4,18,0.1,0.02,0,0.0,8.0,1.0,1.0
241,141.0,43.0,40.0,Primal,32,18.768328445747798,4,4,18,0.1,0.02,0,14.0,0.0,0.0,0.0
242,141.0,43.0,40.0,Vivid,42,24.633431085043988,4,4,18,0.1,0.02,0,24.0,0.0,0.0,0.0
243,141.0,43.0,40.0,Vivid,29,17.008797653958943,4,4,18,0.1,0.02,0,24.0,0.0,0.0,0.0
244,141.0,43.0,40.0,Vivid,29,17.008797653958943,4,4,18,0.1,0.02,0,24.0,0.0,0.0,0.0
245,141.0,43.0,40.0,Vivid,25,14.662756598240469,4,4,18,0.1,0.02,0,24.0,0.0,0.0,0.0
246,141.0,43.0,40.0,Primal,76,44.57478005865102,4,4,19,0.1,0.02,0,19.0,2.0,0.0,0.0
247,141.0,43.0,40.0,Primal,97,56.89149560117302,4,4,19,0.1,0.02,0,19.0,2.0,0.0,0.0
248,141.0,43.0,40.0,Primal,25,14.662756598240469,4,4,19,0.1,0.02,0,19.0,2.0,0.0,0.0
249,141.0,43.0,40.0,Primal,34,19.941348973607038,4,4,19,0.1,0.02,0,19.0,2.0,0.0,0.0
250,141.0,43.0,40.0,Vivid,85,49.853372434017594,4,4,19,0.1,0.02,0,21.0,3.0,0.0,0.0
251,141.0,43.0,40.0,Vivid,65,38.12316715542522,4,4,19,0.1,0.02,0,21.0,3.0,0.0,0.0
252,141.0,43.0,40.0,Vivid,90,52.785923753665685,4,4,19,0.1,0.02,0,21.0,3.0,0.0,0.0
253,141.0,43.0,40.0,Vivid,97,56.89149560117302,4,4,19,0.1,0.02,0,21.0,3.0,0.0,0.0
254,141.0,43.0,40.0,Vivid,38,22.28739002932551,4,4,19,0.1,0.02,0,21.0,3.0,0.0,0.0
255,141.0,43.0,40.0,Vivid,24,14.07624633431085,4,4,19,0.1,0.02,0,21.0,3.0,0.0,0.0
256,141.0,43.0,40.0,Vivid,25,14.662756598240469,4,4,19,0.1,0.02,0,21.0,3.0,0.0,0.0
257,141.0,43.0,40.0,Wild,66,38.70967741935484,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
258,141.0,43.0,40.0,Wild,21,12.316715542521994,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
259,141.0,43.0,40.0,Wild,28,16.422287390029325,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
260,141.0,43.0,40.0,Wild,84,49.266862170087975,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
261,141.0,43.0,40.0,Wild,25,14.662756598240469,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
262,141.0,43.0,40.0,Wild,24,14.07624633431085,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
263,141.0,43.0,40.0,Wild,76,44.57478005865102,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
264,141.0,43.0,40.0,Wild,75,43.988269794721404,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
265,141.0,43.0,40.0,Wild,28,16.422287390029325,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
266,141.0,43.0,40.0,Wild,93,54.54545454545454,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
267,141.0,43.0,40.0,Wild,83,48.68035190615836,4,4,20,0.1,0.02,0,21.0,4.0,0.0,0.0
268,141.0,43.0,40.0,Primal,80,46.9208211143695,4,4,20,0.1,0.02,0,0.0,3.0,0.0,0.0
269,141.0,43.0,40.0,Primal,80,46.9208211143695,4,4,20,0.1,0.02,0,0.0,3.0,0.0,0.0
270,141.0,43.0,40.0,Primal,84,49.266862170087975,4,4,20,0.1,0.02,0,0.0,3.0,0.0,0.0
271,141.0,43.0,40.0,Primal,93,54.54545454545454,4,4,20,0.1,0.02,0,0.0,3.0,0.0,0.0
272,141.0,43.0,40.0,Primal,74,43.401759530791786,4,4,20,0.1,0.02,0,0.0,3.0,0.0,0.0
273,141.0,43.0,40.0,Vivid,38,22.28739002932551,4,4,20,0.1,0.02,0,18.0,0.0,0.0,0.0
274,141.0,43.0,40.0,Wild,29,17.008797653958943,4,4,21,0.1,0.02,0,18.0,2.0,0.0,0.0
275,141.0,43.0,40.0,Wild,74,43.401759530791786,4,4,21,0.1,0.02,0,18.0,2.0,0.0,0.0
276,141.0,43.0,40.0,Wild,32,18.768328445747798,4,4,21,0.1,0.02,0,18.0,2.0,0.0,0.0
277,141.0,43.0,40.0,Wild,21,12.316715542521994,4,4,21,0.1,0.02,0,18.0,2.0,0.0,0.0
278,141.0,43.0,40.0,Wild,83,48.68035190615836,4,4,21,0.1,0.02,0,18.0,2.0,0.0,0.0
279,141.0,43.0,40.0,Primal,83,48.68035190615836,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
280,141.0,43.0,40.0,Primal,76,44.57478005865102,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
281,141.0,43.0,40.0,Primal,80,46.9208211143695,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
282,141.0,43.0,40.0,Primal,97,56.89149560117302,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
283,141.0,43.0,40.0,Primal,29,17.008797653958943,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
284,141.0,43.0,40.0,Primal,28,16.422287390029325,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
285,141.0,43.0,40.0,Primal,70,41.05571847507331,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
286,141.0,43.0,40.0,Primal,80,46.9208211143695,4,4,21,0.1,0.02,0,23.0,4.0,0.0,0.0
287,140.0,45.0,0.0,Primal,24,14.117647058823529,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
288,140.0,45.0,0.0,Primal,97,57.05882352941177,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
289,140.0,45.0,0.0,Primal,24,14.117647058823529,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
290,140.0,45.0,0.0,Primal,71,41.76470588235294,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
291,140.0,45.0,0.0,Primal,25,14.705882352941178,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
292,140.0,45.0,0.0,Primal,84,49.411764705882355,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
293,140.0,45.0,0.0,Primal,24,14.117647058823529,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
294,140.0,45.0,0.0,Primal,66,38.82352941176471,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
295,140.0,45.0,0.0,Primal,38,22.35294117647059,5,5,22,0.11,0.02,0,23.0,4.0,0.0,0.0
296,140.0,45.0,0.0,Vivid,42,24.705882352941178,5,5,22,0.11,0.02,0,20.0,0.0,0.0,0.0
297,140.0,45.0,0.0,Vivid,21,12.352941176470589,5,5,22,0.11,0.02,0,20.0,0.0,0.0,0.0
298,140.0,45.0,0.0,Vivid,28,16.47058823529412,5,5,22,0.11,0.02,0,20.0,0.0,0.0,0.0
299,140.0,45.0,0.0,Vivid,38,22.35294117647059,5,5,22,0.11,0.02,0,20.0,0.0,0.0,0.0
300,140.0,45.0,0.0,Wild,76,44.70588235294118,5,5,23,0.11,0.02,0,0.0,2.0,0.0,0.0
301,140.0,45.0,0.0,Wild,65,38.23529411764706,5,5,23,0.11,0.02,0,0.0,2.0,0.0,0.0
302,140.0,45.0,0.0,Wild,80,47.05882352941177,5,5,23,0.11,0.02,0,0.0,2.0,0.0,0.0
303,140.0,45.0,0.0,Primal,85,50.0,5,5,23,0.11,0.02,0,19.0,1.0,0.0,0.0
304,140.0,45.0,0.0,Vivid,25,14.705882352941178,5,5,23,0.11,0.02,0,23.0,0.0,0.0,0.0
305,140.0,45.0,0.0,Vivid,30,17.647058823529413,5,5,23,0.11,0.02,0,23.0,0.0,0.0,0.0
306,140.0,45.0,0.0,Vivid,35,20.58823529411765,5,5,23,0.11,0.02,0,23.0,0.0,0.0,0.0
307,140.0,45.0,0.0,Wild,34,20.0,5,5,24,0.11,0.02,0,25.0,0.0,0.0,0.0
308,140.0,45.0,0.0,Wild,32,18.823529411764707,5,5,24,0.11,0.02,0,25.0,0.0,0.0,0.0
309,140.0,45.0,0.0,Wild,34,20.0,5,5,24,0.11,0.02,0,25.0,0.0,0.0,0.0
310,140.0,45.0,0.0,Wild,34,20.0,5,5,24,0.11,0.02,0,25.0,0.0,0.0,0.0
311,140.0,45.0,0.0,Wild,25,14.705882352941178,5,5,24,0.11,0.02,0,25.0,0.0,0.0,0.0
312,140.0,45.0,0.0,Wild,32,18.823529411764707,5,5,24,0.11,0.02,0,25.0,0.0,0.0,0.0
313,140.0,45.0,0.0,Primal,74,43.529411764705884,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
314,140.0,45.0,0.0,Primal,85,50.0,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
315,140.0,45.0,0.0,Primal,74,43.529411764705884,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
316,140.0,45.0,0.0,Primal,41,24.11764705882353,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
317,140.0,45.0,0.0,Primal,29,17.058823529411764,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
318,140.0,45.0,0.0,Primal,29,17.058823529411764,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
319,140.0,45.0,0.0,Primal,90,52.94117647058824,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
320,140.0,45.0,0.0,Primal,461,271.1764705882353,5,5,24,0.11,0.02,0,17.0,3.0,1.0,0.0
322,140.0,45.0,0.0,Vivid,97,57.05882352941177,5,5,24,0.11,0.02,0,0.0,1.0,0.0,0.0
323,140.0,45.0,0.0,Vivid,86,50.588235294117645,5,5,24,0.11,0.02,0,0.0,1.0,0.0,0.0
324,140.0,45.0,0.0,Wild,25,14.705882352941178,5,5,25,0.11,0.02,0,25.0,0.0,0.0,0.0
325,140.0,45.0,0.0,Wild,25,14.705882352941178,5,5,25,0.11,0.02,0,25.0,0.0,0.0,0.0
326,140.0,45.0,0.0,Wild,38,22.35294117647059,5,5,25,0.11,0.02,0,25.0,0.0,0.0,0.0
327,140.0,45.0,0.0,Wild,42,24.705882352941178,5,5,25,0.11,0.02,0,25.0,0.0,0.0,0.0
328,140.0,45.0,0.0,Vivid,70,41.1764705882353,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
329,140.0,45.0,0.0,Vivid,90,52.94117647058824,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
330,140.0,45.0,0.0,Vivid,83,48.82352941176471,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
331,140.0,45.0,0.0,Vivid,84,49.411764705882355,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
332,140.0,45.0,0.0,Vivid,25,14.705882352941178,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
333,140.0,45.0,0.0,Vivid,29,17.058823529411764,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
334,140.0,45.0,0.0,Vivid,34,20.0,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
335,140.0,45.0,0.0,Vivid,28,16.47058823529412,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
336,140.0,45.0,0.0,Vivid,80,47.05882352941177,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
337,140.0,45.0,0.0,Vivid,42,24.705882352941178,5,5,25,0.11,0.02,0,18.0,4.0,0.0,0.0
338,155.0,39.0,40.0,Wild,97,54.647887323943664,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
339,155.0,39.0,40.0,Wild,73,41.12676056338029,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
340,155.0,39.0,40.0,Wild,26,14.647887323943662,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
341,155.0,39.0,40.0,Wild,83,46.760563380281695,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
342,155.0,39.0,40.0,Wild,88,49.5774647887324,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
343,155.0,39.0,40.0,Wild,101,56.90140845070423,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
344,155.0,39.0,40.0,Wild,32,18.028169014084508,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
345,155.0,39.0,40.0,Wild,29,16.338028169014084,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
346,155.0,39.0,40.0,Wild,36,20.281690140845072,6,6,26,0.12,0.03,0,23.0,4.0,0.0,0.0
347,155.0,39.0,40.0,Primal,40,22.535211267605636,6,6,26,0.12,0.03,0,17.0,3.0,0.0,0.0
348,155.0,39.0,40.0,Primal,97,54.647887323943664,6,6,26,0.12,0.03,0,17.0,3.0,0.0,0.0
349,155.0,39.0,40.0,Primal,97,54.647887323943664,6,6,26,0.12,0.03,0,17.0,3.0,0.0,0.0
350,155.0,39.0,40.0,Primal,33,18.591549295774648,6,6,26,0.12,0.03,0,17.0,3.0,0.0,0.0
351,155.0,39.0,40.0,Primal,80,45.07042253521127,6,6,26,0.12,0.03,0,17.0,3.0,0.0,0.0
352,155.0,39.0,40.0,Wild,73,41.12676056338029,6,6,27,0.12,0.03,0,16.0,2.0,0.0,0.0
353,155.0,39.0,40.0,Wild,71,40.0,6,6,27,0.12,0.03,0,16.0,2.0,0.0,0.0
354,155.0,39.0,40.0,Primal,97,54.647887323943664,6,6,27,0.12,0.03,0,0.0,4.0,0.0,0.0
355,155.0,39.0,40.0,Primal,93,52.3943661971831,6,6,27,0.12,0.03,0,0.0,4.0,0.0,0.0
356,155.0,39.0,40.0,Primal,72,40.563380281690144,6,6,27,0.12,0.03,0,0.0,4.0,0.0,0.0
357,155.0,39.0,40.0,Primal,88,49.5774647887324,6,6,27,0.12,0.03,0,0.0,4.0,0.0,0.0
358,155.0,39.0,40.0,Primal,93,52.3943661971831,6,6,27,0.12,0.03,0,0.0,4.0,0.0,0.0
359,155.0,39.0,40.0,Primal,76,42.816901408450704,6,6,27,0.12,0.03,0,0.0,4.0,0.0,0.0
360,155.0,39.0,40.0,Vivid,28,15.774647887323944,6,6,27,0.12,0.03,0,24.0,0.0,0.0,0.0
361,155.0,39.0,40.0,Vivid,36,20.281690140845072,6,6,27,0.12,0.03,0,24.0,0.0,0.0,0.0
362,155.0,39.0,40.0,Vivid,40,22.535211267605636,6,6,27,0.12,0.03,0,24.0,0.0,0.0,0.0
363,155.0,39.0,40.0,Wild,93,52.3943661971831,6,6,28,0.12,0.03,0,0.0,3.0,0.0,0.0
364,155.0,39.0,40.0,Wild,71,40.0,6,6,28,0.12,0.03,0,0.0,3.0,0.0,0.0
365,155.0,39.0,40.0,Wild,67,37.74647887323944,6,6,28,0.12,0.03,0,0.0,3.0,0.0,0.0
366,155.0,39.0,40.0,Wild,83,46.760563380281695,6,6,28,0.12,0.03,0,0.0,3.0,0.0,0.0
367,155.0,39.0,40.0,Wild,101,56.90140845070423,6,6,28,0.12,0.03,0,0.0,3.0,0.0,0.0
368,155.0,39.0,40.0,Primal,40,22.535211267605636,6,6,28,0.12,0.03,0,24.0,0.0,0.0,0.0
369,155.0,39.0,40.0,Primal,36,20.281690140845072,6,6,28,0.12,0.03,0,24.0,0.0,0.0,0.0
370,155.0,39.0,40.0,Primal,22,12.3943661971831,6,6,28,0.12,0.03,0,24.0,0.0,0.0,0.0
371,155.0,39.0,40.0,Vivid,40,22.535211267605636,6,6,28,0.12,0.03,0,17.0,3.0,0.0,0.0
372,155.0,39.0,40.0,Vivid,100,56.33802816901409,6,6,28,0.12,0.03,0,17.0,3.0,0.0,0.0
373,155.0,39.0,40.0,Vivid,66,37.183098591549296,6,6,28,0.12,0.03,0,17.0,3.0,0.0,0.0
374,155.0,39.0,40.0,Vivid,73,41.12676056338029,6,6,28,0.12,0.03,0,17.0,3.0,0.0,0.0
375,155.0,39.0,40.0,Vivid,44,24.7887323943662,6,6,28,0.12,0.03,0,17.0,3.0,0.0,0.0
376,155.0,39.0,40.0,Vivid,101,56.90140845070423,6,6,28,0.12,0.03,0,17.0,3.0,0.0,0.0
377,155.0,39.0,40.0,Wild,44,24.7887323943662,6,6,29,0.12,0.03,0,24.0,0.0,0.0,0.0
378,155.0,39.0,40.0,Wild,27,15.211267605633804,6,6,29,0.12,0.03,0,24.0,0.0,0.0,0.0
379,155.0,39.0,40.0,Wild,27,15.211267605633804,6,6,29,0.12,0.03,0,24.0,0.0,0.0,0.0
380,155.0,39.0,40.0,Wild,40,22.535211267605636,6,6,29,0.12,0.03,0,24.0,0.0,0.0,0.0
381,155.0,39.0,40.0,Wild,32,18.028169014084508,6,6,29,0.12,0.03,0,24.0,0.0,0.0,0.0
382,155.0,39.0,40.0,Primal,70,39.43661971830986,6,6,29,0.12,0.03,0,17.0,5.0,0.0,0.0
383,155.0,39.0,40.0,Primal,89,50.140845070422536,6,6,29,0.12,0.03,0,17.0,5.0,0.0,0.0
384,155.0,39.0,40.0,Primal,88,49.5774647887324,6,6,29,0.12,0.03,0,17.0,5.0,0.0,0.0
385,155.0,39.0,40.0,Primal,76,42.816901408450704,6,6,29,0.12,0.03,0,17.0,5.0,0.0,0.0
386,155.0,39.0,40.0,Primal,27,15.211267605633804,6,6,29,0.12,0.03,0,17.0,5.0,0.0,0.0
387,155.0,39.0,40.0,Primal,43,24.225352112676056,6,6,29,0.12,0.03,0,17.0,5.0,0.0,0.0
388,155.0,39.0,40.0,Primal,101,56.90140845070423,6,6,29,0.12,0.03,0,17.0,5.0,0.0,0.0
389,155.0,39.0,40.0,Vivid,486,273.80281690140845,6,6,29,0.12,0.03,0,0.0,0.0,1.0,0.0
391,155.0,39.0,40.0,Wild,27,15.211267605633804,6,6,30,0.12,0.03,0,22.0,1.0,0.0,0.0
392,155.0,39.0,40.0,Wild,76,42.816901408450704,6,6,30,0.12,0.03,0,22.0,1.0,0.0,0.0
393,155.0,39.0,40.0,Wild,83,46.760563380281695,6,6,30,0.12,0.03,0,22.0,1.0,0.0,0.0
394,155.0,39.0,40.0,Wild,36,20.281690140845072,6,6,30,0.12,0.03,0,22.0,1.0,0.0,0.0
395,155.0,39.0,40.0,Primal,93,52.3943661971831,6,6,30,0.12,0.03,0,19.0,3.0,0.0,0.0
396,155.0,39.0,40.0,Primal,93,52.3943661971831,6,6,30,0.12,0.03,0,19.0,3.0,0.0,0.0
397,155.0,39.0,40.0,Primal,72,40.563380281690144,6,6,30,0.12,0.03,0,19.0,3.0,0.0,0.0
398,155.0,39.0,40.0,Primal,36,20.281690140845072,6,6,30,0.12,0.03,0,19.0,3.0,0.0,0.0
399,155.0,39.0,40.0,Primal,100,56.33802816901409,6,6,30,0.12,0.03,0,19.0,3.0,0.0,0.0
400,155.0,39.0,40.0,Primal,44,24.7887323943662,6,6,30,0.12,0.03,0,19.0,3.0,0.0,0.0
401,155.0,39.0,40.0,Primal,32,18.028169014084508,6,6,30,0.12,0.03,0,19.0,3.0,0.0,0.0
402,143.0,46.0,0.0,Primal,70,40.81632653061225,7,7,31,0.13,0.03,0,0.0,3.0,0.0,0.0
403,143.0,46.0,0.0,Primal,97,56.5597667638484,7,7,31,0.13,0.03,0,0.0,3.0,0.0,0.0
404,143.0,46.0,0.0,Primal,80,46.64723032069971,7,7,31,0.13,0.03,0,0.0,3.0,0.0,0.0
405,143.0,46.0,0.0,Vivid,28,16.3265306122449,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
406,143.0,46.0,0.0,Vivid,414,241.399416909621,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
407,143.0,46.0,0.0,Vivid,34,19.825072886297377,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
408,143.0,46.0,0.0,Vivid,93,54.227405247813415,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
409,143.0,46.0,0.0,Vivid,34,19.825072886297377,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
410,143.0,46.0,0.0,Vivid,80,46.64723032069971,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
411,143.0,46.0,0.0,Vivid,32,18.658892128279884,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
412,143.0,46.0,0.0,Vivid,64,37.31778425655977,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
413,143.0,46.0,0.0,Vivid,88,51.311953352769684,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
414,143.0,46.0,0.0,Vivid,29,16.909620991253647,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
415,143.0,46.0,0.0,Vivid,78,45.481049562682216,7,7,31,0.13,0.03,0,39.0,4.0,1.0,0.0
416,143.0,46.0,0.0,Vivid,0,0.0,7,7,31,0.13,0.03,0,39.0,4.0,1.0,1.0
417,143.0,46.0,0.0,Wild,21,12.244897959183675,7,7,32,0.13,0.03,0,21.0,0.0,0.0,0.0
418,143.0,46.0,0.0,Wild,25,14.57725947521866,7,7,32,0.13,0.03,0,21.0,0.0,0.0,0.0
419,143.0,46.0,0.0,Primal,24,13.994169096209914,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
420,143.0,46.0,0.0,Primal,32,18.658892128279884,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
421,143.0,46.0,0.0,Primal,87,50.72886297376094,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
422,143.0,46.0,0.0,Primal,78,45.481049562682216,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
423,143.0,46.0,0.0,Primal,93,54.227405247813415,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
424,143.0,46.0,0.0,Primal,77,44.89795918367347,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
425,143.0,46.0,0.0,Primal,28,16.3265306122449,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
426,143.0,46.0,0.0,Primal,34,19.825072886297377,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
427,143.0,46.0,0.0,Primal,70,40.81632653061225,7,7,32,0.13,0.03,0,19.0,3.0,0.0,0.0
428,143.0,46.0,0.0,Vivid,64,37.31778425655977,7,7,32,0.13,0.03,0,0.0,2.0,0.0,0.0
429,143.0,46.0,0.0,Vivid,88,51.311953352769684,7,7,32,0.13,0.03,0,0.0,2.0,0.0,0.0
430,143.0,46.0,0.0,Vivid,64,37.31778425655977,7,7,32,0.13,0.03,0,0.0,2.0,0.0,0.0
431,143.0,46.0,0.0,Primal,97,56.5597667638484,7,7,33,0.13,0.03,0,0.0,4.0,0.0,0.0
432,143.0,46.0,0.0,Primal,94,54.81049562682216,7,7,33,0.13,0.03,0,0.0,4.0,0.0,0.0
433,143.0,46.0,0.0,Primal,93,54.227405247813415,7,7,33,0.13,0.03,0,0.0,4.0,0.0,0.0
434,143.0,46.0,0.0,Primal,84,48.9795918367347,7,7,33,0.13,0.03,0,0.0,4.0,0.0,0.0
435,143.0,46.0,0.0,Primal,97,56.5597667638484,7,7,33,0.13,0.03,0,0.0,4.0,0.0,0.0
436,143.0,46.0,0.0,Primal,78,45.481049562682216,7,7,33,0.13,0.03,0,0.0,4.0,0.0,0.0
437,143.0,46.0,0.0,Vivid,25,14.57725947521866,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
438,143.0,46.0,0.0,Vivid,21,12.244897959183675,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
439,143.0,46.0,0.0,Vivid,32,18.658892128279884,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
440,143.0,46.0,0.0,Vivid,21,12.244897959183675,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
441,143.0,46.0,0.0,Vivid,87,50.72886297376094,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
442,143.0,46.0,0.0,Vivid,25,14.57725947521866,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
443,143.0,46.0,0.0,Vivid,34,19.825072886297377,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
444,143.0,46.0,0.0,Vivid,93,54.227405247813415,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
445,143.0,46.0,0.0,Vivid,67,39.06705539358601,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
446,143.0,46.0,0.0,Vivid,93,54.227405247813415,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
447,143.0,46.0,0.0,Vivid,83,48.396501457725954,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
448,143.0,46.0,0.0,Vivid,93,54.227405247813415,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
449,143.0,46.0,0.0,Vivid,38,22.157434402332363,7,7,33,0.13,0.03,0,40.0,3.0,0.0,0.0
450,143.0,46.0,0.0,Wild,29,16.909620991253647,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
451,143.0,46.0,0.0,Wild,21,12.244897959183675,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
452,143.0,46.0,0.0,Wild,90,52.478134110787174,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
453,143.0,46.0,0.0,Wild,70,40.81632653061225,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
454,143.0,46.0,0.0,Wild,74,43.14868804664724,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
455,143.0,46.0,0.0,Wild,97,56.5597667638484,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
456,143.0,46.0,0.0,Wild,34,19.825072886297377,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
457,143.0,46.0,0.0,Wild,29,16.909620991253647,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
458,143.0,46.0,0.0,Wild,90,52.478134110787174,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
459,143.0,46.0,0.0,Wild,78,45.481049562682216,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
460,143.0,46.0,0.0,Wild,89,51.89504373177843,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
461,143.0,46.0,0.0,Wild,74,43.14868804664724,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
462,143.0,46.0,0.0,Wild,97,56.5597667638484,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
463,143.0,46.0,0.0,Wild,28,16.3265306122449,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
464,143.0,46.0,0.0,Wild,89,51.89504373177843,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
465,143.0,46.0,0.0,Wild,64,37.31778425655977,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
466,143.0,46.0,0.0,Wild,29,16.909620991253647,7,7,34,0.13,0.03,0,21.0,8.0,0.0,0.0
467,143.0,46.0,0.0,Primal,32,18.658892128279884,7,7,34,0.13,0.03,0,17.0,0.0,0.0,0.0
