,name,level,map_seed,quantity,rarity,pack_size,mods,lifeforce_quant,extra_harvest,harvest_additional_monster,harvest_duplicate_monsters,harvest_duplicate_lifeforce,harvest_t4_wilt,harvest_yellow_sextant,harvest_increased_t3,player_iiq,player_iir,delirium,type,plot,favored,t1,t2,t3,t4,t3_name,amount,type_y,normalized
240,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,109,True,16,6,1,0,devourer,58.0,vivid,12.975391498881432
241,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,109,True,16,6,1,0,devourer,168.0,vivid,37.58389261744966
242,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,109,True,16,6,1,0,devourer,92.0,vivid,20.58165548098434
243,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,109,True,16,6,1,0,devourer,194.0,vivid,43.40044742729307
244,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,111,True,16,5,2,0,vulture,166.0,vivid,37.13646532438479
245,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,111,True,16,5,2,0,vulture,194.0,vivid,43.40044742729307
246,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,111,True,16,5,2,0,vulture,174.0,vivid,38.9261744966443
247,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,112,True,14,6,3,0,rhex matriarch,236.0,primal,52.79642058165548
248,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,112,True,14,6,3,0,rhex matriarch,250.0,primal,55.928411633109626
249,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,112,True,14,6,3,0,rhex matriarch,202.0,primal,45.19015659955257
250,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,112,True,14,6,3,0,rhex matriarch,30.0,primal,6.7114093959731544
251,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,112,True,14,6,3,0,rhex matriarch,216.0,primal,48.322147651006716
252,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,112,True,14,6,3,0,rhex matriarch,166.0,primal,37.13646532438479
253,MapWorldsDefiledCathedral,83,187496683,175,102,46,"area contains 8 additional strongboxes
32% more magic monsters
78% more monster life
monsters are hexproof
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
monsters take 64% reduced extra damage from critical strikes
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
players gain 80% reduced flask charges
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
175% increased quantity of items found in this area
102% increased rarity of items found in this area
46% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,114,True,16,6,1,0,bristle matron,194.0,wild,43.40044742729307
254,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,116,True,13,8,2,0,watcher,46.0,vivid,9.311740890688258
255,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,116,True,13,8,2,0,watcher,44.0,vivid,8.906882591093117
256,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,116,True,13,8,2,0,watcher,224.0,vivid,45.344129554655865
257,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,116,True,13,8,2,0,watcher,110.0,vivid,22.267206477732792
258,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,116,True,13,8,2,0,watcher,214.0,vivid,43.31983805668016
259,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,118,True,13,7,3,0,hellion alpha,270.0,wild,54.65587044534413
260,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,118,True,13,7,3,0,hellion alpha,92.0,wild,18.623481781376515
261,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,118,True,13,7,3,0,hellion alpha,224.0,wild,45.344129554655865
262,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,118,True,13,7,3,0,hellion alpha,186.0,wild,37.65182186234818
263,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,118,True,13,7,3,0,hellion alpha,204.0,wild,41.29554655870445
264,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,118,True,13,7,3,0,hellion alpha,280.0,wild,56.68016194331983
265,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,120,True,14,7,2,0,cystcaller,244.0,primal,49.392712550607285
266,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,120,True,14,7,2,0,cystcaller,282.0,primal,57.08502024291497
267,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,120,True,14,7,2,0,cystcaller,122.0,primal,24.696356275303643
268,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,120,True,14,7,2,0,cystcaller,92.0,primal,18.623481781376515
269,MapWorldsDefiledCathedral,83,1108129444,222,148,62,"area has patches of chilled ground
area is inhabited by 3 additional rogue exiles
area contains 8 additional strongboxes
40% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 80% increased accuracy rating
buffs on players expire 112% faster
players cannot regenerate life, mana or energy shield
players have -32% to amount of suppressed spell damage prevented
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
222% increased quantity of items found in this area
148% increased rarity of items found in this area
62% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,120,True,14,7,2,0,cystcaller,204.0,primal,41.29554655870445
270,MapWorldsColonnade,83,549300440,168,95,43,"area contains 8 additional strongboxes
monsters have 585% increased critical strike chance
+67% to monster critical strike multiplier
36% increased monster damage
monsters reflect 28% of physical damage
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 96% chance to impale with attacks
maim on hit with attacks
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
168% increased quantity of items found in this area
95% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,123,True,13,7,3,0,cystcaller,240.0,primal,54.545454545454554
271,MapWorldsColonnade,83,549300440,168,95,43,"area contains 8 additional strongboxes
monsters have 585% increased critical strike chance
+67% to monster critical strike multiplier
36% increased monster damage
monsters reflect 28% of physical damage
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters have 96% chance to impale with attacks
maim on hit with attacks
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
168% increased quantity of items found in this area
95% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,123,True,13,7,3,0,cystcaller,224.0,primal,50.909090909090914
