,map_seed,level,extra_harvest,harvest_yellow_sextant,harvest_increased_t3,harvest_t4_wilt,type,plot,favored,t1,t2,t3,t4,t3_name,quantity,rarity,pack_size,delirium
311,937355756,83,False,False,60,False,wild,311,False,16,6,1,0,hellion alpha,48,30,0,0
312,937355756,83,False,False,60,False,vivid,312,True,14,7,2,0,abberarach,48,30,0,0
313,937355756,83,False,False,60,False,wild,313,False,15,6,2,0,brambleback,48,30,0,0
314,937355756,83,False,False,60,False,primal,314,True,14,7,2,0,cystcaller,48,30,0,0
315,937355756,83,False,False,60,False,wild,315,False,18,5,0,0,,48,30,0,0
316,3107680196,83,False,False,60,False,wild,316,True,16,5,2,0,bristle matron,48,30,0,0
317,3107680196,83,False,False,60,False,vivid,317,False,16,6,1,0,devourer,48,30,0,0
318,3107680196,83,False,False,60,False,vivid,318,False,17,6,0,0,,48,30,0,0
319,3107680196,83,False,False,60,False,wild,319,True,15,6,2,0,bristle matron,48,30,0,0
320,3107680196,83,False,False,60,False,wild,320,True,14,8,1,0,hellion alpha,48,30,0,0
321,3107680196,83,False,False,60,False,wild,321,False,19,3,1,0,hellion alpha,48,30,0,0
322,3107680196,83,False,False,60,False,primal,322,False,17,4,2,0,crushclaw,48,30,0,0
323,3107680196,83,False,False,60,False,wild,323,True,15,6,2,0,infestation queen,48,30,0,0
324,4187681853,83,False,False,60,False,vivid,324,False,16,7,0,0,,48,30,0,0
325,4187681853,83,False,False,60,False,wild,325,True,17,5,1,0,bristle matron,48,30,0,0
326,4187681853,83,False,False,60,False,wild,326,True,16,5,2,0,infestation queen,48,30,0,0
327,4187681853,83,False,False,60,False,vivid,327,False,17,5,1,0,abberarach,48,30,0,0
328,4187681853,83,False,False,60,False,wild,328,False,16,7,0,0,,48,30,0,0
329,4187681853,83,False,False,60,False,vivid,329,True,17,5,1,0,abberarach,48,30,0,0
330,4187681853,83,False,False,60,False,wild,330,True,15,6,2,0,hellion alpha,48,30,0,0
331,4187681853,83,False,False,60,False,primal,331,False,14,7,2,0,reborn,48,30,0,0
332,2118459396,83,False,False,60,False,vivid,332,True,17,5,1,0,abberarach,68,30,0,0
333,2118459396,83,False,False,60,False,vivid,333,False,19,4,0,0,,68,30,0,0
334,2118459396,83,False,False,60,False,vivid,334,True,14,8,1,0,whipleg,68,30,0,0
335,2118459396,83,False,False,60,False,vivid,335,False,16,6,1,0,watcher,68,30,0,0
336,2118459396,83,False,False,60,False,primal,336,True,13,8,2,0,crushclaw,68,30,0,0
337,2118459396,83,False,False,60,False,primal,337,False,17,5,1,0,reborn,68,30,0,0
338,2118459396,83,False,False,60,False,primal,338,False,15,6,2,0,blisterlord,68,30,0,0
339,2118459396,83,False,False,60,False,vivid,339,True,15,6,2,0,vulture,68,30,0,0
340,1985698653,83,False,False,60,False,vivid,340,True,15,7,1,0,watcher,68,30,0,0
341,1985698653,83,False,False,60,False,primal,341,False,18,5,0,0,,68,30,0,0
342,1985698653,83,False,False,60,False,primal,342,False,17,6,0,0,,68,30,0,0
343,1985698653,83,False,False,60,False,primal,343,True,15,7,1,0,reborn,68,30,0,0
344,1985698653,83,False,False,60,False,primal,344,False,14,8,1,0,crushclaw,68,30,0,0
345,1985698653,83,False,False,60,False,primal,345,True,17,4,2,0,blisterlord,68,30,0,0
346,3534616542,83,False,False,60,False,primal,346,True,19,3,1,0,blisterlord,90,52,0,0
347,3534616542,83,False,False,60,False,primal,347,False,16,7,0,0,,90,52,0,0
348,3534616542,83,False,False,60,False,primal,348,False,19,4,0,0,,90,52,0,0
349,3534616542,83,False,False,60,False,wild,349,True,15,7,1,0,brambleback,90,52,0,0
350,3534616542,83,False,False,60,False,wild,350,True,13,8,2,0,bristle matron,90,52,0,0
351,3534616542,83,False,False,60,False,wild,351,False,15,7,1,0,hellion alpha,90,52,0,0
352,3534616542,83,False,False,60,False,primal,352,False,15,8,0,0,,90,52,0,0
353,3534616542,83,False,False,60,False,primal,353,True,13,8,2,0,reborn,90,52,0,0
354,2260261805,83,False,False,60,False,wild,354,True,15,7,1,0,hellion alpha,68,30,0,0
355,2260261805,83,False,False,60,False,primal,355,False,18,5,0,0,,68,30,0,0
356,2260261805,83,False,False,60,False,vivid,356,True,16,6,1,0,abberarach,68,30,0,0
357,2260261805,83,False,False,60,False,wild,357,False,14,8,1,0,brambleback,68,30,0,0
358,2260261805,83,False,False,60,False,primal,358,True,15,5,3,0,cystcaller,68,30,0,0
359,2260261805,83,False,False,60,False,vivid,359,False,16,7,0,0,,68,30,0,0
360,2260261805,83,False,False,60,False,primal,360,False,19,3,1,0,cystcaller,68,30,0,0
361,2260261805,83,False,False,60,False,primal,361,True,13,7,3,0,crushclaw,68,30,0,0
362,3580405999,83,False,False,60,False,primal,362,True,16,7,0,0,,92,64,0,0
363,3580405999,83,False,False,60,False,primal,363,False,18,5,0,0,,92,64,0,0
364,3580405999,83,False,False,60,False,wild,364,False,17,5,1,0,brambleback,92,64,0,0
365,3580405999,83,False,False,60,False,wild,365,True,14,7,2,0,infestation queen,92,64,0,0
366,3580405999,83,False,False,60,False,primal,366,True,18,3,2,0,rhex matriarch,92,64,0,0
367,3580405999,83,False,False,60,False,vivid,367,False,14,8,1,0,abberarach,92,64,0,0
368,3763125030,83,False,False,60,False,primal,368,True,15,7,1,0,cystcaller,68,30,0,0
369,3763125030,83,False,False,60,False,primal,369,False,17,5,1,0,rhex matriarch,68,30,0,0
370,3763125030,83,False,False,60,False,wild,370,True,15,6,2,0,bristle matron,68,30,0,0
371,3763125030,83,False,False,60,False,primal,371,False,17,4,2,0,reborn,68,30,0,0
372,3763125030,83,False,False,60,False,wild,372,True,15,6,2,0,brambleback,68,30,0,0
373,3763125030,83,False,False,60,False,primal,373,False,17,6,0,0,,68,30,0,0
374,3763125030,83,False,False,60,False,primal,374,False,16,6,1,0,reborn,68,30,0,0
375,3763125030,83,False,False,60,False,wild,375,True,15,5,3,0,bristle matron,68,30,0,0
376,2314434268,83,False,False,60,False,vivid,376,True,16,5,2,0,vulture,86,62,0,0
377,2314434268,83,False,False,60,False,primal,377,False,16,6,1,0,reborn,86,62,0,0
378,2314434268,83,False,False,60,False,vivid,378,False,15,7,1,0,whipleg,86,62,0,0
379,2314434268,83,False,False,60,False,vivid,379,True,15,6,2,0,whipleg,86,62,0,0
380,2314434268,83,False,False,60,False,wild,380,True,17,6,0,0,,86,62,0,0
381,2314434268,83,False,False,60,False,wild,381,False,18,5,0,0,,86,62,0,0
382,2314434268,83,False,False,60,False,wild,382,False,17,6,0,0,,86,62,0,0
383,2314434268,83,False,False,60,False,primal,383,True,17,5,1,0,crushclaw,86,62,0,0
384,1374679377,83,False,False,60,False,primal,384,False,13,8,2,0,blisterlord,68,30,0,0
385,1374679377,83,False,False,60,False,vivid,385,True,15,6,2,0,devourer,68,30,0,0
386,1374679377,83,False,False,60,False,vivid,386,False,19,3,1,0,vulture,68,30,0,0
387,1374679377,83,False,False,60,False,primal,387,True,16,5,2,0,crushclaw,68,30,0,0
388,1374679377,83,False,False,60,False,primal,388,False,16,7,0,0,,68,30,0,0
389,1374679377,83,False,False,60,False,primal,389,True,17,5,1,0,cystcaller,68,30,0,0
390,2779991868,83,False,False,60,False,primal,390,False,16,7,0,0,,224,134,67,0
391,2779991868,83,False,False,60,False,primal,391,True,16,5,2,0,reborn,224,134,67,0
392,2779991868,83,False,False,60,False,vivid,392,False,15,7,1,0,watcher,224,134,67,0
393,2779991868,83,False,False,60,False,vivid,393,True,17,3,3,0,vulture,224,134,67,0
394,2779991868,83,False,False,60,False,vivid,394,True,15,7,1,0,vulture,224,134,67,0
395,2779991868,83,False,False,60,False,vivid,395,False,18,5,0,0,,224,134,67,0
396,2779991868,83,False,False,60,False,primal,396,True,16,6,1,0,rhex matriarch,224,134,67,0
397,2779991868,83,False,False,60,False,primal,397,False,17,5,1,0,rhex matriarch,224,134,67,0
398,488165612,83,False,False,60,False,primal,398,False,15,6,2,0,reborn,224,135,67,0
399,488165612,83,False,False,60,False,primal,399,True,14,7,2,0,rhex matriarch,224,135,67,0
400,488165612,83,False,False,60,False,vivid,400,True,17,4,2,0,whipleg,224,135,67,0
401,488165612,83,False,False,60,False,wild,401,False,16,6,1,0,infestation queen,224,135,67,0
402,488165612,83,False,False,60,False,wild,402,True,16,5,2,0,bristle matron,224,135,67,0
403,488165612,83,False,False,60,False,primal,403,False,18,4,1,0,blisterlord,224,135,67,0
404,488165612,83,False,False,60,False,wild,404,False,16,6,1,0,thornmaw,224,135,67,0
405,488165612,83,False,False,60,False,vivid,405,True,14,7,2,0,whipleg,224,135,67,0
406,1334796089,83,False,False,60,False,wild,406,False,16,7,0,0,,204,122,60,0
407,1334796089,83,False,False,60,False,wild,407,True,14,7,2,0,brambleback,204,122,60,0
408,1334796089,83,False,False,60,False,vivid,408,False,15,7,1,0,devourer,204,122,60,0
409,1334796089,83,False,False,60,False,primal,409,True,14,7,2,0,crushclaw,204,122,60,0
410,1334796089,83,False,False,60,False,primal,410,True,15,6,2,0,cystcaller,204,122,60,0
411,1334796089,83,False,False,60,False,primal,411,False,17,5,1,0,rhex matriarch,204,122,60,0
412,2250732964,83,False,False,60,False,vivid,412,True,18,4,1,0,vulture,165,87,36,0
413,2250732964,83,False,False,60,False,primal,413,False,16,6,1,0,rhex matriarch,165,87,36,0
414,2250732964,83,False,False,60,False,vivid,414,False,16,6,1,0,abberarach,165,87,36,0
415,2250732964,83,False,False,60,False,vivid,415,True,15,7,1,0,devourer,165,87,36,0
416,2250732964,83,False,False,60,False,vivid,416,True,16,6,1,0,whipleg,165,87,36,0
417,2250732964,83,False,False,60,False,wild,417,False,16,6,1,0,infestation queen,165,87,36,0
418,4119264441,83,False,False,60,False,primal,418,True,13,8,2,0,cystcaller,165,87,36,0
419,4119264441,83,False,False,60,False,wild,419,False,16,7,0,0,,165,87,36,0
420,4119264441,83,False,False,60,False,vivid,420,True,17,4,2,0,abberarach,165,87,36,0
421,4119264441,83,False,False,60,False,primal,421,False,17,6,0,0,,165,87,36,0
422,4119264441,83,False,False,60,False,wild,422,False,16,7,0,0,,165,87,36,0
423,4119264441,83,False,False,60,False,wild,423,True,15,7,1,0,infestation queen,165,87,36,0
424,1962107301,83,False,False,60,False,vivid,424,True,14,7,2,0,devourer,169,96,33,0
425,1962107301,83,False,False,60,False,primal,425,False,19,4,0,0,,169,96,33,0
426,1962107301,83,False,False,60,False,primal,426,False,14,8,1,0,rhex matriarch,169,96,33,0
427,1962107301,83,False,False,60,False,vivid,427,True,15,6,2,0,devourer,169,96,33,0
428,1962107301,83,False,False,60,False,vivid,428,False,18,4,1,0,whipleg,169,96,33,0
429,1962107301,83,False,False,60,False,vivid,429,True,17,5,1,0,abberarach,169,96,33,0
430,1666520929,83,False,False,60,False,vivid,430,True,15,7,1,0,vulture,186,110,33,0
431,1666520929,83,False,False,60,False,vivid,431,False,18,5,0,0,,186,110,33,0
432,1666520929,83,False,False,60,False,primal,432,True,14,7,2,0,reborn,186,110,33,0
433,1666520929,83,False,False,60,False,primal,433,False,14,7,2,0,cystcaller,186,110,33,0
434,1666520929,83,False,False,60,False,primal,434,False,16,6,1,0,crushclaw,186,110,33,0
435,1666520929,83,False,False,60,False,vivid,435,True,14,7,2,0,abberarach,186,110,33,0
436,3789679025,83,False,False,60,False,wild,436,False,15,6,2,0,brambleback,166,96,28,0
437,3789679025,83,False,False,60,False,wild,437,True,14,6,3,0,bristle matron,166,96,28,0
438,3789679025,83,False,False,60,False,wild,438,True,17,5,1,0,bristle matron,166,96,28,0
439,3789679025,83,False,False,60,False,wild,439,False,17,5,1,0,infestation queen,166,96,28,0
440,3789679025,83,False,False,60,False,vivid,440,True,15,7,1,0,abberarach,166,96,28,0
441,3789679025,83,False,False,60,False,wild,441,False,15,7,1,0,infestation queen,166,96,28,0
442,312494276,83,False,False,60,False,wild,442,True,16,5,2,0,thornmaw,181,97,43,0
443,312494276,83,False,False,60,False,primal,443,False,17,6,0,0,,181,97,43,0
444,312494276,83,False,False,60,False,vivid,444,True,16,6,1,0,whipleg,181,97,43,0
445,312494276,83,False,False,60,False,vivid,445,False,17,5,1,0,whipleg,181,97,43,0
446,312494276,83,False,False,60,False,vivid,446,True,15,7,1,0,devourer,181,97,43,0
447,312494276,83,False,False,60,False,wild,447,False,16,6,1,0,infestation queen,181,97,43,0
448,3477806996,83,False,False,60,False,vivid,448,False,14,8,1,0,watcher,212,120,48,0
449,3477806996,83,False,False,60,False,primal,449,True,14,7,2,0,cystcaller,212,120,48,0
450,3477806996,83,False,False,60,False,primal,450,False,17,6,0,0,,212,120,48,0
451,3477806996,83,False,False,60,False,vivid,451,True,17,3,3,0,whipleg,212,120,48,0
452,3477806996,83,False,False,60,False,primal,452,False,16,6,1,0,crushclaw,212,120,48,0
453,3477806996,83,False,False,60,False,vivid,453,True,14,7,2,0,vulture,212,120,48,0
454,3477806996,83,False,False,60,False,wild,454,True,15,6,1,1,thornmaw,212,120,48,0
455,3477806996,83,False,False,60,False,wild,455,False,15,7,1,0,bristle matron,212,120,48,0
456,4165849173,83,False,False,60,False,primal,456,False,17,5,1,0,cystcaller,141,74,28,0
457,4165849173,83,False,False,60,False,vivid,457,True,15,6,2,0,whipleg,141,74,28,0
458,4165849173,83,False,False,60,False,vivid,458,True,14,8,1,0,devourer,141,74,28,0
459,4165849173,83,False,False,60,False,vivid,459,False,14,8,1,0,vulture,141,74,28,0
460,4165849173,83,False,False,60,False,vivid,460,True,16,5,2,0,devourer,141,74,28,0
461,4165849173,83,False,False,60,False,primal,461,False,15,6,2,0,rhex matriarch,141,74,28,0
462,4165849173,83,False,False,60,False,primal,462,True,15,6,2,0,crushclaw,141,74,28,0
463,4165849173,83,False,False,60,False,primal,463,False,16,7,0,0,,141,74,28,0
464,4021909646,83,False,False,60,False,vivid,464,False,17,5,1,0,whipleg,160,84,35,0
465,4021909646,83,False,False,60,False,wild,465,True,14,7,2,0,thornmaw,160,84,35,0
466,4021909646,83,False,False,60,False,wild,466,True,18,4,1,0,thornmaw,160,84,35,0
467,4021909646,83,False,False,60,False,wild,467,False,16,7,0,0,,160,84,35,0
468,4021909646,83,False,False,60,False,vivid,468,False,16,6,1,0,vulture,160,84,35,0
469,4021909646,83,False,False,60,False,primal,469,True,13,8,2,0,rhex matriarch,160,84,35,0
470,4246711542,83,False,False,60,False,wild,470,False,17,6,0,0,,156,81,33,0
471,4246711542,83,False,False,60,False,vivid,471,True,18,3,2,0,watcher,156,81,33,0
472,4246711542,83,False,False,60,False,primal,472,False,17,5,1,0,rhex matriarch,156,81,33,0
473,4246711542,83,False,False,60,False,primal,473,True,16,5,2,0,reborn,156,81,33,0
474,4246711542,83,False,False,60,False,primal,474,False,16,6,1,0,rhex matriarch,156,81,33,0
475,4246711542,83,False,False,60,False,vivid,475,True,16,6,1,0,watcher,156,81,33,0
476,4246711542,83,False,False,60,False,primal,476,True,14,8,1,0,crushclaw,156,81,33,0
477,4246711542,83,False,False,60,False,primal,477,False,18,5,0,0,,156,81,33,0
478,2824089592,83,False,False,60,False,vivid,478,False,16,7,0,0,,146,76,30,0
479,2824089592,83,False,False,60,False,vivid,479,True,15,6,2,0,whipleg,146,76,30,0
480,2824089592,83,False,False,60,False,primal,480,False,18,5,0,0,,146,76,30,0
481,2824089592,83,False,False,60,False,primal,481,True,16,6,1,0,blisterlord,146,76,30,0
482,2824089592,83,False,False,60,False,primal,482,False,17,6,0,0,,146,76,30,0
483,2824089592,83,False,False,60,False,primal,483,True,16,4,3,0,cystcaller,146,76,30,0
484,903645281,83,False,False,60,False,vivid,484,True,15,7,1,0,whipleg,156,82,33,0
485,903645281,83,False,False,60,False,vivid,485,False,16,6,1,0,watcher,156,82,33,0
486,903645281,83,False,False,60,False,wild,486,True,13,8,2,0,brambleback,156,82,33,0
487,903645281,83,False,False,60,False,wild,487,False,15,7,1,0,bristle matron,156,82,33,0
488,903645281,83,False,False,60,False,wild,488,True,14,7,2,0,hellion alpha,156,82,33,0
489,903645281,83,False,False,60,False,wild,489,False,16,6,1,0,infestation queen,156,82,33,0
490,903645281,83,False,False,60,False,wild,490,False,15,6,2,0,hellion alpha,156,82,33,0
491,903645281,83,False,False,60,False,vivid,491,True,15,6,2,0,abberarach,156,82,33,0
492,160786842,83,False,False,60,False,primal,492,False,18,5,0,0,,153,81,33,0
493,160786842,83,False,False,60,False,primal,493,True,14,8,1,0,reborn,153,81,33,0
494,160786842,83,False,False,60,False,wild,494,False,18,4,1,0,bristle matron,153,81,33,0
495,160786842,83,False,False,60,False,wild,495,True,14,7,2,0,hellion alpha,153,81,33,0
496,160786842,83,False,False,60,False,vivid,496,False,15,7,1,0,whipleg,153,81,33,0
497,160786842,83,False,False,60,False,vivid,497,True,16,5,2,0,whipleg,153,81,33,0
498,3673740539,83,False,False,60,False,vivid,498,True,17,6,0,0,,162,87,36,0
499,3673740539,83,False,False,60,False,vivid,499,False,18,5,0,0,,162,87,36,0
500,3673740539,83,False,False,60,False,wild,500,True,16,6,1,0,hellion alpha,162,87,36,0
501,3673740539,83,False,False,60,False,primal,501,False,17,5,1,0,cystcaller,162,87,36,0
502,3673740539,83,False,False,60,False,primal,502,False,16,5,2,0,crushclaw,162,87,36,0
503,3673740539,83,False,False,60,False,wild,503,True,13,8,2,0,infestation queen,162,87,36,0
504,257327753,83,False,False,60,False,primal,504,False,18,4,1,0,reborn,173,111,32,0
505,257327753,83,False,False,60,False,primal,505,True,17,5,1,0,blisterlord,173,111,32,0
506,257327753,83,False,False,60,False,vivid,506,True,15,7,1,0,watcher,173,111,32,0
507,257327753,83,False,False,60,False,vivid,507,False,15,7,1,0,watcher,173,111,32,0
508,257327753,83,False,False,60,False,vivid,508,False,17,5,1,0,vulture,173,111,32,0
509,257327753,83,False,False,60,False,vivid,509,True,16,6,1,0,abberarach,173,111,32,0
510,257327753,83,False,False,60,False,vivid,510,True,14,7,2,0,abberarach,173,111,32,0
511,257327753,83,False,False,60,False,vivid,511,False,16,6,1,0,abberarach,173,111,32,0
512,1425481433,83,False,False,60,False,wild,512,True,16,5,2,0,thornmaw,68,30,0,0
513,1425481433,83,False,False,60,False,primal,513,False,19,4,0,0,,68,30,0,0
514,1425481433,83,False,False,60,False,vivid,514,True,17,5,1,0,abberarach,68,30,0,0
515,1425481433,83,False,False,60,False,primal,515,False,16,6,1,0,reborn,68,30,0,0
516,1425481433,83,False,False,60,False,primal,516,False,16,5,2,0,cystcaller,68,30,0,0
517,1425481433,83,False,False,60,False,vivid,517,True,13,8,1,1,devourer,68,30,0,0
518,1425481433,83,False,False,60,False,primal,518,False,16,7,0,0,,68,30,0,0
519,1425481433,83,False,False,60,False,vivid,519,True,16,6,0,1,,68,30,0,0
520,96802153,83,False,False,60,False,vivid,520,True,16,6,1,0,whipleg,68,30,0,0
521,96802153,83,False,False,60,False,primal,521,False,16,6,1,0,reborn,68,30,0,0
522,96802153,83,False,False,60,False,wild,522,False,18,5,0,0,,68,30,0,0
523,96802153,83,False,False,60,False,wild,523,True,16,6,1,0,brambleback,68,30,0,0
524,96802153,83,False,False,60,False,wild,524,True,14,8,1,0,thornmaw,68,30,0,0
525,96802153,83,False,False,60,False,wild,525,False,15,7,1,0,bristle matron,68,30,0,0
526,3760424770,83,False,False,60,False,primal,526,False,15,7,1,0,reborn,151,79,32,0
527,3760424770,83,False,False,60,False,vivid,527,True,20,2,1,0,watcher,151,79,32,0
528,3760424770,83,False,False,60,False,vivid,528,True,14,7,2,0,devourer,151,79,32,0
529,3760424770,83,False,False,60,False,wild,529,False,16,7,0,0,,151,79,32,0
530,3760424770,83,False,False,60,False,wild,530,False,19,4,0,0,,151,79,32,0
531,3760424770,83,False,False,60,False,wild,531,True,18,5,0,0,,151,79,32,0
532,4071714241,83,False,False,60,False,wild,532,False,16,6,1,0,hellion alpha,151,81,32,0
533,4071714241,83,False,False,60,False,wild,533,True,15,7,1,0,hellion alpha,151,81,32,0
534,4071714241,83,False,False,60,False,wild,534,False,15,8,0,0,,151,81,32,0
535,4071714241,83,False,False,60,False,vivid,535,True,14,7,2,0,watcher,151,81,32,0
536,4071714241,83,False,False,60,False,wild,536,False,17,6,0,0,,151,81,32,0
537,4071714241,83,False,False,60,False,vivid,537,True,15,7,1,0,vulture,151,81,32,0
538,910621417,83,False,False,60,False,wild,538,True,15,6,2,0,bristle matron,176,99,35,0
539,910621417,83,False,False,60,False,wild,539,False,17,6,0,0,,176,99,35,0
540,910621417,83,False,False,60,False,wild,540,True,16,5,2,0,hellion alpha,176,99,35,0
541,910621417,83,False,False,60,False,primal,541,False,17,5,1,0,blisterlord,176,99,35,0
542,910621417,83,False,False,60,False,vivid,542,False,15,7,1,0,watcher,176,99,35,0
543,910621417,83,False,False,60,False,primal,543,True,16,5,2,0,cystcaller,176,99,35,0
544,910621417,83,False,False,60,False,primal,544,False,13,8,2,0,cystcaller,176,99,35,0
545,910621417,83,False,False,60,False,vivid,545,True,13,8,2,0,abberarach,176,99,35,0
546,2474590862,83,True,False,30,True,wild,546,True,15,7,1,0,hellion alpha,53,15,0,0
547,2474590862,83,True,False,30,True,primal,547,False,17,6,0,0,,53,15,0,0
548,2474590862,83,True,False,30,True,vivid,548,True,16,6,1,0,abberarach,53,15,0,0
549,2474590862,83,True,False,30,True,vivid,549,False,16,6,1,0,abberarach,53,15,0,0
550,2474590862,83,True,False,30,True,vivid,550,True,15,6,2,0,devourer,53,15,0,0
551,2474590862,83,True,False,30,True,wild,551,False,15,7,1,0,brambleback,53,15,0,0
552,3018811649,83,True,False,30,True,primal,552,False,16,7,0,0,,53,15,0,0
553,3018811649,83,True,False,30,True,wild,553,True,17,5,1,0,bristle matron,53,15,0,0
554,3018811649,83,True,False,30,True,wild,554,True,19,3,1,0,bristle matron,53,15,0,0
555,3018811649,83,True,False,30,True,wild,555,False,19,4,0,0,,53,15,0,0
556,3018811649,83,True,False,30,True,vivid,556,True,15,7,1,0,devourer,53,15,0,0
557,3018811649,83,True,False,30,True,primal,557,False,16,7,0,0,,53,15,0,0
558,3018811649,83,True,False,30,True,vivid,558,True,14,7,2,0,devourer,53,15,0,0
559,3018811649,83,True,False,30,True,vivid,559,False,18,5,0,0,,53,15,0,0
560,189867974,83,True,False,30,True,vivid,560,True,15,6,2,0,watcher,53,15,0,0
561,189867974,83,True,False,30,True,vivid,561,False,16,6,1,0,devourer,53,15,0,0
562,189867974,83,True,False,30,True,wild,562,False,17,6,0,0,,53,15,0,0
563,189867974,83,True,False,30,True,wild,563,True,16,5,2,0,bristle matron,53,15,0,0
564,189867974,83,True,False,30,True,vivid,564,False,18,5,0,0,,53,15,0,0
565,189867974,83,True,False,30,True,vivid,565,True,15,7,1,0,watcher,53,15,0,0
566,189867974,83,True,False,30,True,primal,566,True,16,5,2,0,rhex matriarch,53,15,0,0
567,189867974,83,True,False,30,True,primal,567,False,16,6,1,0,cystcaller,53,15,0,0
568,189867974,83,True,False,30,True,primal,568,True,15,7,1,0,rhex matriarch,53,15,0,0
569,189867974,83,True,False,30,True,primal,569,False,17,6,0,0,,53,15,0,0
570,3426809522,83,True,False,30,True,vivid,570,True,15,6,2,0,watcher,53,15,0,0
571,3426809522,83,True,False,30,True,primal,571,False,15,6,2,0,cystcaller,53,15,0,0
572,3426809522,83,True,False,30,True,vivid,572,True,16,6,1,0,vulture,53,15,0,0
573,3426809522,83,True,False,30,True,primal,573,False,14,8,1,0,cystcaller,53,15,0,0
574,3426809522,83,True,False,30,True,wild,574,False,20,2,1,0,infestation queen,53,15,0,0
575,3426809522,83,True,False,30,True,vivid,575,True,14,7,1,1,abberarach,53,15,0,0
576,1023084392,83,True,False,30,True,primal,576,True,16,6,1,0,blisterlord,53,15,0,0
577,1023084392,83,True,False,30,True,primal,577,False,17,5,1,0,reborn,53,15,0,0
578,1023084392,83,True,False,30,True,wild,578,True,15,6,2,0,thornmaw,53,15,0,0
579,1023084392,83,True,False,30,True,primal,579,False,16,6,1,0,reborn,53,15,0,0
580,1023084392,83,True,False,30,True,vivid,580,True,14,7,2,0,watcher,53,15,0,0
581,1023084392,83,True,False,30,True,vivid,581,False,15,6,2,0,whipleg,53,15,0,0
582,1023084392,83,True,False,30,True,vivid,582,True,13,7,3,0,watcher,53,15,0,0
583,1023084392,83,True,False,30,True,vivid,583,False,16,6,1,0,abberarach,53,15,0,0
584,1959298894,83,True,False,30,True,primal,584,True,15,7,1,0,cystcaller,53,15,0,0
585,1959298894,83,True,False,30,True,primal,585,False,18,4,1,0,rhex matriarch,53,15,0,0
586,1959298894,83,True,False,30,True,vivid,586,True,17,5,1,0,vulture,53,15,0,0
587,1959298894,83,True,False,30,True,vivid,587,False,18,5,0,0,,53,15,0,0
588,1959298894,83,True,False,30,True,vivid,588,True,15,5,3,0,vulture,53,15,0,0
589,1959298894,83,True,False,30,True,vivid,589,False,16,5,2,0,vulture,53,15,0,0
590,1959298894,83,True,False,30,True,vivid,590,True,15,7,1,0,watcher,53,15,0,0
591,1959298894,83,True,False,30,True,vivid,591,False,19,3,1,0,devourer,53,15,0,0
592,1888451233,83,True,False,30,True,primal,592,False,17,5,1,0,cystcaller,53,15,0,0
593,1888451233,83,True,False,30,True,vivid,593,True,13,8,2,0,watcher,53,15,0,0
594,1888451233,83,True,False,30,True,primal,594,False,17,6,0,0,,53,15,0,0
595,1888451233,83,True,False,30,True,primal,595,True,16,6,1,0,blisterlord,53,15,0,0
596,1888451233,83,True,False,30,True,vivid,596,True,17,6,0,0,,53,15,0,0
597,1888451233,83,True,False,30,True,primal,597,False,17,6,0,0,,53,15,0,0
598,1888451233,83,True,False,30,True,wild,598,True,16,6,1,0,brambleback,53,15,0,0
599,1888451233,83,True,False,30,True,wild,599,False,16,6,1,0,hellion alpha,53,15,0,0
600,4027650650,83,True,False,30,True,vivid,600,True,17,5,1,0,whipleg,53,15,0,0
601,4027650650,83,True,False,30,True,vivid,601,False,17,5,1,0,vulture,53,15,0,0
602,4027650650,83,True,False,30,True,primal,602,False,18,5,0,0,,53,15,0,0
603,4027650650,83,True,False,30,True,vivid,603,True,17,6,0,0,,53,15,0,0
604,4027650650,83,True,False,30,True,primal,604,True,14,7,2,0,reborn,53,15,0,0
605,4027650650,83,True,False,30,True,primal,605,False,16,6,1,0,rhex matriarch,53,15,0,0
606,4027650650,83,True,False,30,True,vivid,606,True,16,6,1,0,whipleg,53,15,0,0
607,4027650650,83,True,False,30,True,wild,607,False,16,7,0,0,,53,15,0,0
608,4044986007,83,True,False,30,True,primal,608,True,13,8,2,0,rhex matriarch,53,15,0,0
609,4044986007,83,True,False,30,True,primal,609,False,16,6,1,0,crushclaw,53,15,0,0
610,4044986007,83,True,False,30,True,wild,610,False,18,5,0,0,,53,15,0,0
611,4044986007,83,True,False,30,True,primal,611,True,16,6,1,0,reborn,53,15,0,0
612,4044986007,83,True,False,30,True,primal,612,True,16,5,2,0,rhex matriarch,53,15,0,0
613,4044986007,83,True,False,30,True,primal,613,False,17,6,0,0,,53,15,0,0
614,4044986007,83,True,False,30,True,vivid,614,False,16,6,1,0,devourer,53,15,0,0
615,4044986007,83,True,False,30,True,vivid,615,True,14,8,1,0,devourer,53,15,0,0
616,4044986007,83,True,False,30,True,primal,616,False,18,5,0,0,,53,15,0,0
617,4044986007,83,True,False,30,True,vivid,617,True,16,6,1,0,whipleg,53,15,0,0
618,2062735235,83,True,False,30,True,wild,618,True,16,7,0,0,,143,63,31,0
619,2062735235,83,True,False,30,True,primal,619,False,16,7,0,0,,143,63,31,0
620,2062735235,83,True,False,30,True,wild,620,False,16,6,1,0,hellion alpha,143,63,31,0
621,2062735235,83,True,False,30,True,primal,621,True,17,4,2,0,rhex matriarch,143,63,31,0
622,2062735235,83,True,False,30,True,wild,622,True,16,6,1,0,brambleback,143,63,31,0
